,k,p,Run,Buckets,Density,issues,l_steps,CI2,d,o,n_agents
1183,41,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1182,41,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1181,41,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1180,41,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1187,41,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1179,41,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1177,41,0.15000000000000002,4,3,0.40404040404040403,4,1500,True,0.55,0.1,100
1176,41,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1175,41,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1174,41,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1173,40,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1172,40,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1171,41,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1178,41,0.25000000000000006,4,3,0.40404040404040403,4,1500,True,0.55,0.1,100
1170,41,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1188,41,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1190,41,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1206,42,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1205,42,0.15000000000000002,4,4,0.42424242424242425,4,1500,True,0.55,0.1,100
1204,42,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1203,42,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1202,42,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1201,42,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1200,41,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1189,41,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1199,41,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1197,41,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1196,42,0.05,4,3,0.42424242424242425,4,1500,True,0.55,0.1,100
1195,41,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1194,41,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1193,41,0.45000000000000007,4,3,0.40404040404040403,4,1500,True,0.55,0.1,100
1192,41,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1191,41,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1198,41,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1207,42,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1169,41,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1167,41,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1146,40,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1145,40,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1144,40,0.15000000000000002,4,3,0.40404040404040403,4,1500,True,0.55,0.1,100
1143,40,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1142,40,0.05,4,4,0.40404040404040403,4,1500,True,0.55,0.1,100
1141,40,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1140,40,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1147,40,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1139,39,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1137,39,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1136,39,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1135,39,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1134,39,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1133,39,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1132,39,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1131,39,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1138,39,0.5500000000000002,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1168,40,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1148,40,0.05,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1150,40,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1166,40,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1165,40,0.5500000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1164,40,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1163,40,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1162,40,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1161,40,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1160,40,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1149,40,0.15000000000000002,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1159,40,0.45000000000000007,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1157,40,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1156,40,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1155,40,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1154,40,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1153,40,0.35000000000000003,4,3,0.40404040404040403,4,1500,True,0.55,0.1,100
1152,40,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1151,40,0.25000000000000006,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1158,40,0.35000000000000003,4,2,0.40404040404040403,4,1500,True,0.55,0.1,100
1208,42,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1209,42,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1210,42,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1267,44,0.15000000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1266,44,0.15000000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1265,44,0.05,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1264,44,0.15000000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1263,44,0.05,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1262,44,0.05,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1261,44,0.05,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1268,44,0.25000000000000006,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1260,43,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1258,44,0.05,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1257,43,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1256,43,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1255,43,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1254,43,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1253,43,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1252,43,0.45000000000000007,4,3,0.42424242424242425,4,1500,True,0.55,0.1,100
1259,43,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1251,43,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1269,44,0.15000000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1271,44,0.25000000000000006,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1287,44,0.45000000000000007,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1286,44,0.5500000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1285,44,0.5500000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1284,44,0.5500000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1283,44,0.45000000000000007,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1282,44,0.35000000000000003,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1281,44,0.45000000000000007,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1270,44,0.15000000000000002,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1280,44,0.45000000000000007,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1278,44,0.25000000000000006,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1277,44,0.35000000000000003,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1276,44,0.35000000000000003,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1275,44,0.35000000000000003,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1274,44,0.35000000000000003,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1273,44,0.25000000000000006,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1272,44,0.25000000000000006,4,3,0.4444444444444444,4,1500,True,0.55,0.1,100
1279,44,0.45000000000000007,4,2,0.4444444444444444,4,1500,True,0.55,0.1,100
1250,43,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1249,43,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1248,43,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1226,42,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1225,42,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1224,42,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1223,42,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1222,42,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1221,42,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1220,42,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1227,42,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1219,42,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1217,42,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1216,42,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1215,42,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1214,42,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1213,42,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1212,42,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1211,42,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1218,42,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1228,42,0.5500000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1229,42,0.5500000000000002,4,3,0.42424242424242425,4,1500,True,0.55,0.1,100
1230,43,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1247,43,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1246,43,0.45000000000000007,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1245,43,0.35000000000000003,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1244,43,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1243,43,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1242,43,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1241,43,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1240,43,0.25000000000000006,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1239,43,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1238,43,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1237,43,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1236,43,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1235,43,0.15000000000000002,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1234,43,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1233,43,0.05,4,3,0.42424242424242425,4,1500,True,0.55,0.1,100
1232,43,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1231,43,0.05,4,2,0.42424242424242425,4,1500,True,0.55,0.1,100
1130,39,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1129,39,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1128,39,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1127,39,0.35000000000000003,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1025,36,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1024,36,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1023,36,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1022,36,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1021,36,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1020,35,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1019,36,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1026,36,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1018,35,0.5500000000000002,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
1016,35,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1015,35,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1014,35,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1013,35,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1012,35,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1011,35,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1010,35,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1017,35,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1009,35,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1027,36,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1029,36,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1045,36,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1044,36,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1043,36,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1042,36,0.45000000000000007,4,3,0.36363636363636365,4,1500,True,0.55,0.1,100
1041,36,0.45000000000000007,4,3,0.36363636363636365,4,1500,True,0.55,0.1,100
1040,36,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1039,36,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1028,36,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1038,36,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1036,36,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1035,36,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1034,36,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1033,36,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1032,36,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1031,36,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1030,36,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1037,36,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1008,35,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1007,35,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1006,35,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
984,34,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
983,34,0.45000000000000007,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
982,34,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
981,34,0.35000000000000003,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
980,34,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
979,34,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
978,34,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
985,34,0.45000000000000007,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
977,34,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
975,34,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
974,34,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
973,34,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
972,34,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
971,34,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
970,34,0.15000000000000002,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
969,34,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
976,34,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
986,34,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
987,34,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
988,34,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1005,35,0.35000000000000003,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
1004,35,0.35000000000000003,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1003,35,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1002,35,0.25000000000000006,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1001,35,0.25000000000000006,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
1000,35,0.25000000000000006,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
999,35,0.15000000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
998,35,0.15000000000000002,4,3,0.3434343434343434,4,1500,True,0.55,0.1,100
997,35,0.15000000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
996,35,0.15000000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
995,35,0.05,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
994,35,0.05,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
993,35,0.05,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
992,35,0.15000000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
991,34,0.5500000000000002,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
990,35,0.05,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
989,35,0.05,4,2,0.3434343434343434,4,1500,True,0.55,0.1,100
1046,36,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
646,23,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
1047,37,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1049,37,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1106,38,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1105,38,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1104,38,0.5500000000000002,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1103,38,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1102,38,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1101,38,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1100,38,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1107,38,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1099,38,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1097,38,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1096,38,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1095,38,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1094,38,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1093,38,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1092,38,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1091,38,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1098,38,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1090,38,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1108,38,0.5500000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1110,39,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1126,39,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1125,39,0.35000000000000003,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1124,39,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1123,39,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1122,39,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1121,39,0.25000000000000006,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1120,39,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1109,39,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1119,39,0.25000000000000006,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1117,39,0.15000000000000002,4,4,0.3838383838383838,4,1500,True,0.55,0.1,100
1116,39,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1115,39,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1114,39,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1113,39,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1112,38,0.45000000000000007,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1111,39,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1118,39,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1089,38,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1088,38,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1087,38,0.15000000000000002,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1065,37,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1064,37,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1063,37,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1062,37,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1061,37,0.25000000000000006,4,3,0.36363636363636365,4,1500,True,0.55,0.1,100
1060,37,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1059,37,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1066,37,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1058,37,0.25000000000000006,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1056,37,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1055,37,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1054,37,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1053,36,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1052,37,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1051,36,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1050,37,0.05,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1057,37,0.15000000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1067,37,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1068,37,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1069,37,0.35000000000000003,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1086,38,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1085,38,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1084,37,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1083,38,0.15000000000000002,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1082,38,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1081,38,0.05,4,2,0.3838383838383838,4,1500,True,0.55,0.1,100
1080,38,0.05,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1079,37,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1078,38,0.05,4,3,0.3838383838383838,4,1500,True,0.55,0.1,100
1077,37,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1076,37,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1075,37,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1074,37,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1073,37,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1072,37,0.45000000000000007,4,3,0.36363636363636365,4,1500,True,0.55,0.1,100
1071,37,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1070,37,0.45000000000000007,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
1048,36,0.5500000000000002,4,2,0.36363636363636365,4,1500,True,0.55,0.1,100
645,23,0.25000000000000006,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
644,23,0.15000000000000002,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
643,23,0.35000000000000003,4,2,0.2222222222222222,4,1500,True,0.55,0.1,100
218,9,0.15000000000000002,4,2,0.08080808080808081,4,1500,True,0.55,0.1,100
217,9,0.15000000000000002,4,49,0.08080808080808081,4,1500,True,0.55,0.1,100
216,9,0.05,4,36,0.08080808080808081,4,1500,True,0.55,0.1,100
215,9,0.05,4,33,0.08080808080808081,4,1500,True,0.55,0.1,100
