,CI2,o,d,Run,Buckets,p,issues,l_steps,n_agents
574,False,0.1,0.8,574,64,0.3,3,1000,100
575,False,0.1,0.8,575,75,0.3,3,1000,100
576,False,0.15,0.05,576,8,0.3,3,1000,100
577,False,0.15,0.05,577,8,0.3,3,1000,100
578,False,0.15,0.05,578,8,0.3,3,1000,100
579,False,0.15,0.1,579,8,0.3,3,1000,100
580,False,0.15,0.1,580,8,0.3,3,1000,100
581,False,0.15,0.1,581,8,0.3,3,1000,100
582,False,0.15,0.15,582,8,0.3,3,1000,100
583,False,0.15,0.15,583,8,0.3,3,1000,100
584,False,0.15,0.15,584,8,0.3,3,1000,100
585,False,0.15,0.2,585,8,0.3,3,1000,100
586,False,0.15,0.2,586,8,0.3,3,1000,100
587,False,0.15,0.2,587,8,0.3,3,1000,100
588,False,0.15,0.25,588,8,0.3,3,1000,100
589,False,0.15,0.25,589,8,0.3,3,1000,100
590,False,0.15,0.25,590,8,0.3,3,1000,100
591,False,0.15,0.3,591,9,0.3,3,1000,100
592,False,0.15,0.3,592,8,0.3,3,1000,100
593,False,0.15,0.3,593,8,0.3,3,1000,100
594,False,0.15,0.35,594,8,0.3,3,1000,100
595,False,0.15,0.35,595,8,0.3,3,1000,100
596,False,0.15,0.35,596,8,0.3,3,1000,100
597,False,0.15,0.4,597,9,0.3,3,1000,100
598,False,0.15,0.4,598,8,0.3,3,1000,100
599,False,0.15,0.4,599,8,0.3,3,1000,100
600,False,0.15,0.45,600,9,0.3,3,1000,100
601,False,0.15,0.45,601,8,0.3,3,1000,100
602,False,0.15,0.45,602,8,0.3,3,1000,100
603,False,0.15,0.5,603,9,0.3,3,1000,100
604,False,0.15,0.5,604,9,0.3,3,1000,100
605,False,0.15,0.5,605,10,0.3,3,1000,100
606,False,0.15,0.55,606,21,0.3,3,1000,100
607,False,0.15,0.55,607,28,0.3,3,1000,100
608,False,0.15,0.55,608,25,0.3,3,1000,100
609,False,0.15,0.6,609,30,0.3,3,1000,100
610,False,0.15,0.6,610,26,0.3,3,1000,100
611,False,0.15,0.6,611,27,0.3,3,1000,100
612,False,0.15,0.65,612,29,0.3,3,1000,100
613,False,0.15,0.65,613,32,0.3,3,1000,100
614,False,0.15,0.65,614,37,0.3,3,1000,100
615,False,0.15,0.7,615,28,0.3,3,1000,100
616,False,0.15,0.7,616,42,0.3,3,1000,100
617,False,0.15,0.7,617,34,0.3,3,1000,100
618,False,0.15,0.75,618,38,0.3,3,1000,100
619,False,0.15,0.75,619,50,0.3,3,1000,100
620,False,0.15,0.75,620,47,0.3,3,1000,100
621,False,0.15,0.8,621,52,0.3,3,1000,100
622,False,0.15,0.8,622,54,0.3,3,1000,100
623,False,0.15,0.8,623,49,0.3,3,1000,100
624,False,0.2,0.05,624,8,0.3,3,1000,100
625,False,0.2,0.05,625,8,0.3,3,1000,100
626,False,0.2,0.05,626,8,0.3,3,1000,100
627,False,0.2,0.1,627,8,0.3,3,1000,100
628,False,0.2,0.1,628,8,0.3,3,1000,100
629,False,0.2,0.1,629,8,0.3,3,1000,100
630,False,0.2,0.15,630,8,0.3,3,1000,100
631,False,0.2,0.15,631,8,0.3,3,1000,100
632,False,0.2,0.15,632,8,0.3,3,1000,100
633,False,0.2,0.2,633,8,0.3,3,1000,100
634,False,0.2,0.2,634,8,0.3,3,1000,100
635,False,0.2,0.2,635,8,0.3,3,1000,100
636,False,0.2,0.25,636,9,0.3,3,1000,100
637,False,0.2,0.25,637,8,0.3,3,1000,100
638,False,0.2,0.25,638,9,0.3,3,1000,100
639,False,0.2,0.3,639,8,0.3,3,1000,100
640,False,0.2,0.3,640,8,0.3,3,1000,100
641,False,0.2,0.3,641,8,0.3,3,1000,100
642,False,0.2,0.35,642,8,0.3,3,1000,100
643,False,0.2,0.35,643,8,0.3,3,1000,100
644,False,0.2,0.35,644,9,0.3,3,1000,100
645,False,0.2,0.4,645,8,0.3,3,1000,100
646,False,0.2,0.4,646,8,0.3,3,1000,100
647,False,0.2,0.4,647,9,0.3,3,1000,100
648,False,0.2,0.45,648,9,0.3,3,1000,100
649,False,0.2,0.45,649,8,0.3,3,1000,100
650,False,0.2,0.45,650,8,0.3,3,1000,100
651,False,0.2,0.5,651,8,0.3,3,1000,100
652,False,0.2,0.5,652,8,0.3,3,1000,100
653,False,0.2,0.5,653,9,0.3,3,1000,100
654,False,0.2,0.55,654,24,0.3,3,1000,100
655,False,0.2,0.55,655,20,0.3,3,1000,100
656,False,0.2,0.55,656,22,0.3,3,1000,100
657,False,0.2,0.6,657,29,0.3,3,1000,100
658,False,0.2,0.6,658,28,0.3,3,1000,100
659,False,0.2,0.6,659,29,0.3,3,1000,100
660,False,0.2,0.65,660,27,0.3,3,1000,100
661,False,0.2,0.65,661,31,0.3,3,1000,100
662,False,0.2,0.65,662,36,0.3,3,1000,100
663,False,0.2,0.7,663,28,0.3,3,1000,100
664,False,0.2,0.7,664,31,0.3,3,1000,100
665,False,0.2,0.7,665,32,0.3,3,1000,100
666,False,0.2,0.75,666,32,0.3,3,1000,100
667,False,0.2,0.75,667,41,0.3,3,1000,100
668,False,0.2,0.75,668,24,0.3,3,1000,100
669,False,0.2,0.8,669,34,0.3,3,1000,100
670,False,0.2,0.8,670,21,0.3,3,1000,100
671,False,0.2,0.8,671,28,0.3,3,1000,100
672,False,0.25,0.05,672,8,0.3,3,1000,100
673,False,0.25,0.05,673,8,0.3,3,1000,100
674,False,0.25,0.05,674,8,0.3,3,1000,100
675,False,0.25,0.1,675,8,0.3,3,1000,100
676,False,0.25,0.1,676,8,0.3,3,1000,100
677,False,0.25,0.1,677,8,0.3,3,1000,100
678,False,0.25,0.15,678,8,0.3,3,1000,100
679,False,0.25,0.15,679,8,0.3,3,1000,100
680,False,0.25,0.15,680,8,0.3,3,1000,100
681,False,0.25,0.2,681,8,0.3,3,1000,100
682,False,0.25,0.2,682,8,0.3,3,1000,100
683,False,0.25,0.2,683,8,0.3,3,1000,100
684,False,0.25,0.25,684,8,0.3,3,1000,100
685,False,0.25,0.25,685,8,0.3,3,1000,100
686,False,0.25,0.25,686,8,0.3,3,1000,100
687,False,0.25,0.3,687,8,0.3,3,1000,100
688,False,0.25,0.3,688,8,0.3,3,1000,100
689,False,0.25,0.3,689,8,0.3,3,1000,100
690,False,0.25,0.35,690,8,0.3,3,1000,100
691,False,0.25,0.35,691,8,0.3,3,1000,100
692,False,0.25,0.35,692,8,0.3,3,1000,100
693,False,0.25,0.4,693,8,0.3,3,1000,100
694,False,0.25,0.4,694,8,0.3,3,1000,100
695,False,0.25,0.4,695,8,0.3,3,1000,100
696,False,0.25,0.45,696,9,0.3,3,1000,100
697,False,0.25,0.45,697,8,0.3,3,1000,100
698,False,0.25,0.45,698,8,0.3,3,1000,100
699,False,0.25,0.5,699,8,0.3,3,1000,100
700,False,0.25,0.5,700,9,0.3,3,1000,100
701,False,0.25,0.5,701,8,0.3,3,1000,100
702,False,0.25,0.55,702,19,0.3,3,1000,100
703,False,0.25,0.55,703,23,0.3,3,1000,100
704,False,0.25,0.55,704,24,0.3,3,1000,100
705,False,0.25,0.6,705,27,0.3,3,1000,100
706,False,0.25,0.6,706,31,0.3,3,1000,100
707,False,0.25,0.6,707,32,0.3,3,1000,100
708,False,0.25,0.65,708,28,0.3,3,1000,100
709,False,0.25,0.65,709,26,0.3,3,1000,100
710,False,0.25,0.65,710,32,0.3,3,1000,100
711,False,0.25,0.7,711,28,0.3,3,1000,100
712,False,0.25,0.7,712,31,0.3,3,1000,100
713,False,0.25,0.7,713,26,0.3,3,1000,100
714,False,0.25,0.75,714,30,0.3,3,1000,100
715,False,0.25,0.75,715,24,0.3,3,1000,100
716,False,0.25,0.75,716,23,0.3,3,1000,100
717,False,0.25,0.8,717,20,0.3,3,1000,100
718,False,0.25,0.8,718,15,0.3,3,1000,100
719,False,0.25,0.8,719,19,0.3,3,1000,100
720,False,0.3,0.05,720,8,0.3,3,1000,100
721,False,0.3,0.05,721,8,0.3,3,1000,100
722,False,0.3,0.05,722,8,0.3,3,1000,100
723,False,0.3,0.1,723,8,0.3,3,1000,100
724,False,0.3,0.1,724,8,0.3,3,1000,100
725,False,0.3,0.1,725,8,0.3,3,1000,100
726,False,0.3,0.15,726,8,0.3,3,1000,100
727,False,0.3,0.15,727,8,0.3,3,1000,100
728,False,0.3,0.15,728,8,0.3,3,1000,100
729,False,0.3,0.2,729,8,0.3,3,1000,100
730,False,0.3,0.2,730,8,0.3,3,1000,100
731,False,0.3,0.2,731,8,0.3,3,1000,100
732,False,0.3,0.25,732,8,0.3,3,1000,100
733,False,0.3,0.25,733,8,0.3,3,1000,100
734,False,0.3,0.25,734,8,0.3,3,1000,100
735,False,0.3,0.3,735,8,0.3,3,1000,100
736,False,0.3,0.3,736,8,0.3,3,1000,100
737,False,0.3,0.3,737,8,0.3,3,1000,100
738,False,0.3,0.35,738,8,0.3,3,1000,100
739,False,0.3,0.35,739,8,0.3,3,1000,100
740,False,0.3,0.35,740,8,0.3,3,1000,100
741,False,0.3,0.4,741,8,0.3,3,1000,100
742,False,0.3,0.4,742,8,0.3,3,1000,100
743,False,0.3,0.4,743,8,0.3,3,1000,100
744,False,0.3,0.45,744,9,0.3,3,1000,100
745,False,0.3,0.45,745,8,0.3,3,1000,100
746,False,0.3,0.45,746,8,0.3,3,1000,100
747,False,0.3,0.5,747,8,0.3,3,1000,100
748,False,0.3,0.5,748,8,0.3,3,1000,100
749,False,0.3,0.5,749,8,0.3,3,1000,100
750,False,0.3,0.55,750,19,0.3,3,1000,100
751,False,0.3,0.55,751,19,0.3,3,1000,100
752,False,0.3,0.55,752,27,0.3,3,1000,100
753,False,0.3,0.6,753,30,0.3,3,1000,100
754,False,0.3,0.6,754,27,0.3,3,1000,100
755,False,0.3,0.6,755,25,0.3,3,1000,100
756,False,0.3,0.65,756,27,0.3,3,1000,100
757,False,0.3,0.65,757,25,0.3,3,1000,100
758,False,0.3,0.65,758,26,0.3,3,1000,100
759,False,0.3,0.7,759,29,0.3,3,1000,100
760,False,0.3,0.7,760,25,0.3,3,1000,100
761,False,0.3,0.7,761,21,0.3,3,1000,100
762,False,0.3,0.75,762,18,0.3,3,1000,100
763,False,0.3,0.75,763,24,0.3,3,1000,100
764,False,0.3,0.75,764,22,0.3,3,1000,100
765,False,0.3,0.8,765,10,0.3,3,1000,100
766,False,0.3,0.8,766,14,0.3,3,1000,100
767,False,0.3,0.8,767,10,0.3,3,1000,100
768,False,0.35,0.05,768,8,0.3,3,1000,100
769,False,0.35,0.05,769,8,0.3,3,1000,100
770,False,0.35,0.05,770,8,0.3,3,1000,100
771,False,0.35,0.1,771,8,0.3,3,1000,100
772,False,0.35,0.1,772,8,0.3,3,1000,100
773,False,0.35,0.1,773,8,0.3,3,1000,100
774,False,0.35,0.15,774,8,0.3,3,1000,100
775,False,0.35,0.15,775,8,0.3,3,1000,100
776,False,0.35,0.15,776,8,0.3,3,1000,100
777,False,0.35,0.2,777,8,0.3,3,1000,100
778,False,0.35,0.2,778,8,0.3,3,1000,100
779,False,0.35,0.2,779,8,0.3,3,1000,100
780,False,0.35,0.25,780,8,0.3,3,1000,100
781,False,0.35,0.25,781,8,0.3,3,1000,100
782,False,0.35,0.25,782,8,0.3,3,1000,100
783,False,0.35,0.3,783,8,0.3,3,1000,100
784,False,0.35,0.3,784,8,0.3,3,1000,100
785,False,0.35,0.3,785,8,0.3,3,1000,100
786,False,0.35,0.35,786,8,0.3,3,1000,100
787,False,0.35,0.35,787,8,0.3,3,1000,100
788,False,0.35,0.35,788,8,0.3,3,1000,100
789,False,0.35,0.4,789,8,0.3,3,1000,100
790,False,0.35,0.4,790,8,0.3,3,1000,100
791,False,0.35,0.4,791,8,0.3,3,1000,100
792,False,0.35,0.45,792,8,0.3,3,1000,100
793,False,0.35,0.45,793,8,0.3,3,1000,100
794,False,0.35,0.45,794,8,0.3,3,1000,100
795,False,0.35,0.5,795,8,0.3,3,1000,100
796,False,0.35,0.5,796,8,0.3,3,1000,100
797,False,0.35,0.5,797,9,0.3,3,1000,100
798,False,0.35,0.55,798,20,0.3,3,1000,100
799,False,0.35,0.55,799,17,0.3,3,1000,100
800,False,0.35,0.55,800,17,0.3,3,1000,100
801,False,0.35,0.6,801,31,0.3,3,1000,100
802,False,0.35,0.6,802,24,0.3,3,1000,100
803,False,0.35,0.6,803,24,0.3,3,1000,100
804,False,0.35,0.65,804,18,0.3,3,1000,100
805,False,0.35,0.65,805,15,0.3,3,1000,100
806,False,0.35,0.65,806,27,0.3,3,1000,100
807,False,0.35,0.7,807,17,0.3,3,1000,100
808,False,0.35,0.7,808,19,0.3,3,1000,100
809,False,0.35,0.7,809,11,0.3,3,1000,100
810,False,0.35,0.75,810,13,0.3,3,1000,100
811,False,0.35,0.75,811,12,0.3,3,1000,100
812,False,0.35,0.75,812,10,0.3,3,1000,100
813,False,0.35,0.8,813,5,0.3,3,1000,100
814,False,0.35,0.8,814,7,0.3,3,1000,100
815,False,0.35,0.8,815,8,0.3,3,1000,100
816,False,0.4,0.05,816,8,0.3,3,1000,100
817,False,0.4,0.05,817,8,0.3,3,1000,100
818,False,0.4,0.05,818,8,0.3,3,1000,100
819,False,0.4,0.1,819,8,0.3,3,1000,100
820,False,0.4,0.1,820,8,0.3,3,1000,100
821,False,0.4,0.1,821,8,0.3,3,1000,100
822,False,0.4,0.15,822,8,0.3,3,1000,100
823,False,0.4,0.15,823,8,0.3,3,1000,100
824,False,0.4,0.15,824,8,0.3,3,1000,100
825,False,0.4,0.2,825,8,0.3,3,1000,100
826,False,0.4,0.2,826,8,0.3,3,1000,100
827,False,0.4,0.2,827,8,0.3,3,1000,100
828,False,0.4,0.25,828,8,0.3,3,1000,100
829,False,0.4,0.25,829,8,0.3,3,1000,100
830,False,0.4,0.25,830,8,0.3,3,1000,100
831,False,0.4,0.3,831,8,0.3,3,1000,100
832,False,0.4,0.3,832,8,0.3,3,1000,100
833,False,0.4,0.3,833,8,0.3,3,1000,100
834,False,0.4,0.35,834,8,0.3,3,1000,100
835,False,0.4,0.35,835,8,0.3,3,1000,100
836,False,0.4,0.35,836,8,0.3,3,1000,100
837,False,0.4,0.4,837,8,0.3,3,1000,100
838,False,0.4,0.4,838,8,0.3,3,1000,100
839,False,0.4,0.4,839,8,0.3,3,1000,100
840,False,0.4,0.45,840,8,0.3,3,1000,100
841,False,0.4,0.45,841,8,0.3,3,1000,100
842,False,0.4,0.45,842,8,0.3,3,1000,100
843,False,0.4,0.5,843,8,0.3,3,1000,100
844,False,0.4,0.5,844,8,0.3,3,1000,100
845,False,0.4,0.5,845,8,0.3,3,1000,100
846,False,0.4,0.55,846,10,0.3,3,1000,100
847,False,0.4,0.55,847,13,0.3,3,1000,100
848,False,0.4,0.55,848,16,0.3,3,1000,100
849,False,0.4,0.6,849,16,0.3,3,1000,100
850,False,0.4,0.6,850,17,0.3,3,1000,100
851,False,0.4,0.6,851,17,0.3,3,1000,100
852,False,0.4,0.65,852,12,0.3,3,1000,100
853,False,0.4,0.65,853,7,0.3,3,1000,100
854,False,0.4,0.65,854,11,0.3,3,1000,100
855,False,0.4,0.7,855,4,0.3,3,1000,100
856,False,0.4,0.7,856,5,0.3,3,1000,100
857,False,0.4,0.7,857,11,0.3,3,1000,100
858,False,0.4,0.75,858,6,0.3,3,1000,100
859,False,0.4,0.75,859,6,0.3,3,1000,100
860,False,0.4,0.75,860,6,0.3,3,1000,100
861,False,0.4,0.8,861,5,0.3,3,1000,100
862,False,0.4,0.8,862,4,0.3,3,1000,100
863,False,0.4,0.8,863,6,0.3,3,1000,100
864,False,0.45,0.05,864,8,0.3,3,1000,100
865,False,0.45,0.05,865,8,0.3,3,1000,100
866,False,0.45,0.05,866,8,0.3,3,1000,100
867,False,0.45,0.1,867,8,0.3,3,1000,100
868,False,0.45,0.1,868,8,0.3,3,1000,100
869,False,0.45,0.1,869,8,0.3,3,1000,100
870,False,0.45,0.15,870,8,0.3,3,1000,100
871,False,0.45,0.15,871,8,0.3,3,1000,100
872,False,0.45,0.15,872,8,0.3,3,1000,100
873,False,0.45,0.2,873,8,0.3,3,1000,100
874,False,0.45,0.2,874,8,0.3,3,1000,100
875,False,0.45,0.2,875,8,0.3,3,1000,100
876,False,0.45,0.25,876,9,0.3,3,1000,100
877,False,0.45,0.25,877,8,0.3,3,1000,100
878,False,0.45,0.25,878,8,0.3,3,1000,100
879,False,0.45,0.3,879,8,0.3,3,1000,100
880,False,0.45,0.3,880,8,0.3,3,1000,100
881,False,0.45,0.3,881,8,0.3,3,1000,100
882,False,0.45,0.35,882,8,0.3,3,1000,100
883,False,0.45,0.35,883,8,0.3,3,1000,100
884,False,0.45,0.35,884,8,0.3,3,1000,100
885,False,0.45,0.4,885,8,0.3,3,1000,100
886,False,0.45,0.4,886,8,0.3,3,1000,100
887,False,0.45,0.4,887,8,0.3,3,1000,100
888,False,0.45,0.45,888,8,0.3,3,1000,100
889,False,0.45,0.45,889,8,0.3,3,1000,100
890,False,0.45,0.45,890,8,0.3,3,1000,100
891,False,0.45,0.5,891,8,0.3,3,1000,100
892,False,0.45,0.5,892,8,0.3,3,1000,100
893,False,0.45,0.5,893,8,0.3,3,1000,100
894,False,0.45,0.55,894,12,0.3,3,1000,100
895,False,0.45,0.55,895,10,0.3,3,1000,100
896,False,0.45,0.55,896,8,0.3,3,1000,100
897,False,0.45,0.6,897,8,0.3,3,1000,100
898,False,0.45,0.6,898,10,0.3,3,1000,100
899,False,0.45,0.6,899,11,0.3,3,1000,100
900,False,0.45,0.65,900,10,0.3,3,1000,100
901,False,0.45,0.65,901,4,0.3,3,1000,100
902,False,0.45,0.65,902,8,0.3,3,1000,100
903,False,0.45,0.7,903,5,0.3,3,1000,100
904,False,0.45,0.7,904,4,0.3,3,1000,100
905,False,0.45,0.7,905,3,0.3,3,1000,100
906,False,0.45,0.75,906,3,0.3,3,1000,100
907,False,0.45,0.75,907,5,0.3,3,1000,100
908,False,0.45,0.75,908,2,0.3,3,1000,100
909,False,0.45,0.8,909,4,0.3,3,1000,100
910,False,0.45,0.8,910,3,0.3,3,1000,100
911,False,0.45,0.8,911,3,0.3,3,1000,100
912,False,0.5,0.05,912,8,0.3,3,1000,100
913,False,0.5,0.05,913,8,0.3,3,1000,100
914,False,0.5,0.05,914,8,0.3,3,1000,100
915,False,0.5,0.1,915,8,0.3,3,1000,100
916,False,0.5,0.1,916,8,0.3,3,1000,100
917,False,0.5,0.1,917,8,0.3,3,1000,100
918,False,0.5,0.15,918,8,0.3,3,1000,100
919,False,0.5,0.15,919,8,0.3,3,1000,100
920,False,0.5,0.15,920,8,0.3,3,1000,100
921,False,0.5,0.2,921,8,0.3,3,1000,100
922,False,0.5,0.2,922,8,0.3,3,1000,100
923,False,0.5,0.2,923,8,0.3,3,1000,100
924,False,0.5,0.25,924,8,0.3,3,1000,100
925,False,0.5,0.25,925,8,0.3,3,1000,100
926,False,0.5,0.25,926,8,0.3,3,1000,100
927,False,0.5,0.3,927,8,0.3,3,1000,100
928,False,0.5,0.3,928,8,0.3,3,1000,100
929,False,0.5,0.3,929,8,0.3,3,1000,100
930,False,0.5,0.35,930,8,0.3,3,1000,100
931,False,0.5,0.35,931,8,0.3,3,1000,100
932,False,0.5,0.35,932,8,0.3,3,1000,100
933,False,0.5,0.4,933,8,0.3,3,1000,100
934,False,0.5,0.4,934,8,0.3,3,1000,100
935,False,0.5,0.4,935,8,0.3,3,1000,100
936,False,0.5,0.45,936,8,0.3,3,1000,100
937,False,0.5,0.45,937,8,0.3,3,1000,100
938,False,0.5,0.45,938,8,0.3,3,1000,100
939,False,0.5,0.5,939,8,0.3,3,1000,100
940,False,0.5,0.5,940,8,0.3,3,1000,100
941,False,0.5,0.5,941,8,0.3,3,1000,100
942,False,0.5,0.55,942,8,0.3,3,1000,100
943,False,0.5,0.55,943,7,0.3,3,1000,100
944,False,0.5,0.55,944,8,0.3,3,1000,100
945,False,0.5,0.6,945,3,0.3,3,1000,100
946,False,0.5,0.6,946,8,0.3,3,1000,100
947,False,0.5,0.6,947,8,0.3,3,1000,100
948,False,0.5,0.65,948,4,0.3,3,1000,100
949,False,0.5,0.65,949,3,0.3,3,1000,100
950,False,0.5,0.65,950,3,0.3,3,1000,100
951,False,0.5,0.7,951,2,0.3,3,1000,100
952,False,0.5,0.7,952,2,0.3,3,1000,100
953,False,0.5,0.7,953,3,0.3,3,1000,100
954,False,0.5,0.75,954,1,0.3,3,1000,100
955,False,0.5,0.75,955,3,0.3,3,1000,100
956,False,0.5,0.75,956,1,0.3,3,1000,100
957,False,0.5,0.8,957,2,0.3,3,1000,100
958,False,0.5,0.8,958,1,0.3,3,1000,100
959,False,0.5,0.8,959,1,0.3,3,1000,100
